id,persona_id,batch_id,seed_template,temperature,prompt_used,model_used,headline,hook,body,keywords
2b7ce4a3-9abd-4add-b6b9-c8219eaf0f5a,2b7fa2f3-3237-4af5-8f77-657362e46aaa,1,guerrilla_flashmob,0.7,Idea Generation v1,gemini-2.5-flash,"Flash Mob Surprise: Acme Growth Persona 1 #1","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with stage a pop-up experience that dramatizes the core benefit in a memorable public space..","Acme Growth Persona 1 craves outcomes fast. Use stage a pop-up experience that dramatizes the core benefit in a memorable public space. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
9e1e8ea8-2cbf-4403-8e09-6c4d5fa36961,2b7fa2f3-3237-4af5-8f77-657362e46aaa,1,guerrilla_flashmob,0.7,Idea Generation v1,gemini-2.5-flash,"Flash Mob Surprise: Acme Growth Persona 1 #2","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with stage a pop-up experience that dramatizes the core benefit in a memorable public space..","Acme Growth Persona 1 craves outcomes fast. Use stage a pop-up experience that dramatizes the core benefit in a memorable public space. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
a855a78d-ca71-4bba-b77d-102a5ae0a636,2b7fa2f3-3237-4af5-8f77-657362e46aaa,1,guerrilla_flashmob,0.7,Idea Generation v1,gemini-2.5-flash,"Flash Mob Surprise: Acme Growth Persona 1 #3","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with stage a pop-up experience that dramatizes the core benefit in a memorable public space..","Acme Growth Persona 1 craves outcomes fast. Use stage a pop-up experience that dramatizes the core benefit in a memorable public space. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
84db3d7c-eea6-407c-a5d0-9f5e7fe65bed,2b7fa2f3-3237-4af5-8f77-657362e46aaa,1,guerrilla_flashmob,0.7,Idea Generation v1,gemini-2.5-flash,"Flash Mob Surprise: Acme Growth Persona 1 #4","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with stage a pop-up experience that dramatizes the core benefit in a memorable public space..","Acme Growth Persona 1 craves outcomes fast. Use stage a pop-up experience that dramatizes the core benefit in a memorable public space. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
10e074d2-849a-4b7a-8cfd-c41b9b4ed843,2b7fa2f3-3237-4af5-8f77-657362e46aaa,1,guerrilla_flashmob,0.7,Idea Generation v1,gemini-2.5-flash,"Flash Mob Surprise: Acme Growth Persona 1 #5","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with stage a pop-up experience that dramatizes the core benefit in a memorable public space..","Acme Growth Persona 1 craves outcomes fast. Use stage a pop-up experience that dramatizes the core benefit in a memorable public space. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
4e3f2f6a-38a2-44fb-8478-51b610fadac3,2b7fa2f3-3237-4af5-8f77-657362e46aaa,2,user_story,0.8,Idea Generation v1,gemini-2.5-flash,"Customer Spotlight: Acme Growth Persona 1 #6","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with tell a heartfelt customer story that highlights before/after transformation..","Acme Growth Persona 1 craves outcomes fast. Use tell a heartfelt customer story that highlights before/after transformation. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
ee35e4ad-e664-4b48-b3fa-7eb2bb4c7cea,2b7fa2f3-3237-4af5-8f77-657362e46aaa,2,user_story,0.8,Idea Generation v1,gemini-2.5-flash,"Customer Spotlight: Acme Growth Persona 1 #7","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with tell a heartfelt customer story that highlights before/after transformation..","Acme Growth Persona 1 craves outcomes fast. Use tell a heartfelt customer story that highlights before/after transformation. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
1e72d332-e0b0-4bed-a906-aa1f61d7c527,2b7fa2f3-3237-4af5-8f77-657362e46aaa,2,user_story,0.8,Idea Generation v1,gemini-2.5-flash,"Customer Spotlight: Acme Growth Persona 1 #8","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with tell a heartfelt customer story that highlights before/after transformation..","Acme Growth Persona 1 craves outcomes fast. Use tell a heartfelt customer story that highlights before/after transformation. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
dd288d50-9cb3-4a6b-b961-adcd65e642b5,2b7fa2f3-3237-4af5-8f77-657362e46aaa,2,user_story,0.8,Idea Generation v1,gemini-2.5-flash,"Customer Spotlight: Acme Growth Persona 1 #9","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with tell a heartfelt customer story that highlights before/after transformation..","Acme Growth Persona 1 craves outcomes fast. Use tell a heartfelt customer story that highlights before/after transformation. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
2c2bd192-ffbd-4942-9f6e-9dac37b68af4,2b7fa2f3-3237-4af5-8f77-657362e46aaa,2,user_story,0.8,Idea Generation v1,gemini-2.5-flash,"Customer Spotlight: Acme Growth Persona 1 #10","Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes.. — spark urgency with tell a heartfelt customer story that highlights before/after transformation..","Acme Growth Persona 1 craves outcomes fast. Use tell a heartfelt customer story that highlights before/after transformation. to prove the value proposition: Acme Growth works with performance advertisers who crave acme growth turns complex digital workflows into a guided journey for customers in minutes..",["innovation-1","marketing-ops","conversion-lift"]
